sample_id,entity_id,date,split,country,location_name,target_nasa_power_precipitation_mm,target_open_meteo_precipitation_mm,target_baseline_two_source_mean_mm,target_nasa_reference_consensus_mm,target_open_meteo_reference_consensus_mm
SEA_BN_BANDAR_SERI_BEGAWAN__20211218,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-18,train,Brunei,Bandar Seri Begawan,12.26,2.0,7.13,7.034637096774193,7.225362903225807
SEA_BN_BANDAR_SERI_BEGAWAN__20211219,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-19,train,Brunei,Bandar Seri Begawan,7.62,7.4,7.51,7.414637096774194,7.6053629032258065
SEA_BN_BANDAR_SERI_BEGAWAN__20211220,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-20,train,Brunei,Bandar Seri Begawan,21.43,5.0,13.215,13.119637096774191,13.310362903225808
SEA_BN_BANDAR_SERI_BEGAWAN__20211221,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-21,train,Brunei,Bandar Seri Begawan,6.42,1.0,3.71,3.6146370967741936,3.8053629032258063
SEA_BN_BANDAR_SERI_BEGAWAN__20211222,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-22,train,Brunei,Bandar Seri Begawan,2.97,0.5,1.735,1.6396370967741936,1.8303629032258064
SEA_BN_BANDAR_SERI_BEGAWAN__20211223,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-23,train,Brunei,Bandar Seri Begawan,2.03,2.8,2.415,2.3196370967741933,2.5103629032258064
SEA_BN_BANDAR_SERI_BEGAWAN__20211224,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-24,train,Brunei,Bandar Seri Begawan,4.21,2.1,3.155,3.059637096774193,3.250362903225806
SEA_BN_BANDAR_SERI_BEGAWAN__20211225,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-25,train,Brunei,Bandar Seri Begawan,4.16,0.4,2.28,2.184637096774193,2.3753629032258066
SEA_BN_BANDAR_SERI_BEGAWAN__20211226,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-26,train,Brunei,Bandar Seri Begawan,2.77,1.1,1.935,1.8396370967741935,2.0303629032258064
SEA_BN_BANDAR_SERI_BEGAWAN__20211227,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-27,train,Brunei,Bandar Seri Begawan,4.38,10.5,7.439999999999999,7.344637096774193,7.535362903225806
SEA_BN_BANDAR_SERI_BEGAWAN__20211228,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-28,train,Brunei,Bandar Seri Begawan,11.87,19.8,15.835,15.739637096774192,15.930362903225806
SEA_BN_BANDAR_SERI_BEGAWAN__20211229,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-29,train,Brunei,Bandar Seri Begawan,3.4,7.0,5.2,5.104637096774193,5.295362903225806
SEA_BN_BANDAR_SERI_BEGAWAN__20211230,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-30,train,Brunei,Bandar Seri Begawan,2.88,1.4,2.14,2.0446370967741934,2.2353629032258064
SEA_BN_BANDAR_SERI_BEGAWAN__20211231,SEA_BN_BANDAR_SERI_BEGAWAN,2021-12-31,train,Brunei,Bandar Seri Begawan,0.9,12.2,6.55,6.454637096774193,6.645362903225806
SEA_BN_BANDAR_SERI_BEGAWAN__20220101,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-01,train,Brunei,Bandar Seri Begawan,2.65,6.5,4.575,4.356854838709677,4.793145161290322
SEA_BN_BANDAR_SERI_BEGAWAN__20220102,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-02,train,Brunei,Bandar Seri Begawan,9.72,14.3,12.010000000000002,11.791854838709678,12.228145161290325
SEA_BN_BANDAR_SERI_BEGAWAN__20220103,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-03,train,Brunei,Bandar Seri Begawan,9.39,11.7,10.545,10.32685483870968,10.76314516129032
SEA_BN_BANDAR_SERI_BEGAWAN__20220104,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-04,train,Brunei,Bandar Seri Begawan,1.0,1.4,1.2,0.9818548387096776,1.4181451612903224
SEA_BN_BANDAR_SERI_BEGAWAN__20220105,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-05,train,Brunei,Bandar Seri Begawan,1.42,0.0,0.71,0.71,0.9281451612903224
SEA_BN_BANDAR_SERI_BEGAWAN__20220106,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-06,train,Brunei,Bandar Seri Begawan,3.19,9.5,6.345,6.1268548387096775,6.563145161290322
SEA_BN_BANDAR_SERI_BEGAWAN__20220107,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-07,train,Brunei,Bandar Seri Begawan,8.19,10.4,9.295,9.07685483870968,9.51314516129032
SEA_BN_BANDAR_SERI_BEGAWAN__20220108,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-08,train,Brunei,Bandar Seri Begawan,8.55,10.1,9.325,9.106854838709678,9.543145161290322
SEA_BN_BANDAR_SERI_BEGAWAN__20220109,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-09,train,Brunei,Bandar Seri Begawan,9.11,1.1,5.105,4.886854838709677,5.323145161290322
SEA_BN_BANDAR_SERI_BEGAWAN__20220110,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-10,train,Brunei,Bandar Seri Begawan,4.85,7.4,6.125,5.906854838709677,6.343145161290323
SEA_BN_BANDAR_SERI_BEGAWAN__20220111,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-11,train,Brunei,Bandar Seri Begawan,7.62,2.2,4.91,4.691854838709678,5.128145161290323
SEA_BN_BANDAR_SERI_BEGAWAN__20220112,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-12,train,Brunei,Bandar Seri Begawan,7.98,4.7,6.34,6.121854838709678,6.558145161290323
SEA_BN_BANDAR_SERI_BEGAWAN__20220113,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-13,train,Brunei,Bandar Seri Begawan,11.61,5.4,8.504999999999999,8.286854838709678,8.723145161290322
SEA_BN_BANDAR_SERI_BEGAWAN__20220114,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-14,train,Brunei,Bandar Seri Begawan,4.16,7.3,5.73,5.511854838709677,5.948145161290323
SEA_BN_BANDAR_SERI_BEGAWAN__20220115,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-15,train,Brunei,Bandar Seri Begawan,2.37,1.4,1.885,1.6668548387096775,2.1031451612903225
SEA_BN_BANDAR_SERI_BEGAWAN__20220116,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-16,train,Brunei,Bandar Seri Begawan,2.01,2.5,2.255,2.0368548387096777,2.473145161290322
SEA_BN_BANDAR_SERI_BEGAWAN__20220117,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-17,train,Brunei,Bandar Seri Begawan,3.76,30.4,17.08,16.861854838709675,17.29814516129032
SEA_BN_BANDAR_SERI_BEGAWAN__20220118,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-18,train,Brunei,Bandar Seri Begawan,6.05,8.4,7.225,7.006854838709677,7.443145161290323
SEA_BN_BANDAR_SERI_BEGAWAN__20220119,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-19,train,Brunei,Bandar Seri Begawan,6.29,3.1,4.695,4.476854838709677,4.9131451612903225
SEA_BN_BANDAR_SERI_BEGAWAN__20220120,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-20,train,Brunei,Bandar Seri Begawan,11.55,12.6,12.075,11.856854838709678,12.293145161290322
SEA_BN_BANDAR_SERI_BEGAWAN__20220121,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-21,train,Brunei,Bandar Seri Begawan,10.93,24.8,17.865000000000002,17.64685483870968,18.08314516129032
SEA_BN_BANDAR_SERI_BEGAWAN__20220122,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-22,train,Brunei,Bandar Seri Begawan,3.1,2.2,2.6500000000000004,2.4318548387096777,2.8681451612903226
SEA_BN_BANDAR_SERI_BEGAWAN__20220123,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-23,train,Brunei,Bandar Seri Begawan,8.71,16.5,12.605,12.386854838709676,12.823145161290324
SEA_BN_BANDAR_SERI_BEGAWAN__20220124,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-24,train,Brunei,Bandar Seri Begawan,6.56,15.1,10.83,10.611854838709675,11.04814516129032
SEA_BN_BANDAR_SERI_BEGAWAN__20220125,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-25,train,Brunei,Bandar Seri Begawan,14.03,6.3,10.165,9.946854838709676,10.383145161290322
SEA_BN_BANDAR_SERI_BEGAWAN__20220126,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-26,train,Brunei,Bandar Seri Begawan,39.7,19.7,29.700000000000003,29.48185483870968,29.91814516129033
SEA_BN_BANDAR_SERI_BEGAWAN__20220127,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-27,train,Brunei,Bandar Seri Begawan,30.61,17.7,24.155,23.93685483870968,24.373145161290324
SEA_BN_BANDAR_SERI_BEGAWAN__20220128,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-28,train,Brunei,Bandar Seri Begawan,6.57,2.7,4.635,4.4168548387096775,4.853145161290323
SEA_BN_BANDAR_SERI_BEGAWAN__20220129,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-29,train,Brunei,Bandar Seri Begawan,3.21,2.5,2.855,2.6368548387096773,3.0731451612903227
SEA_BN_BANDAR_SERI_BEGAWAN__20220130,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-30,train,Brunei,Bandar Seri Begawan,16.94,14.0,15.47,15.25185483870968,15.688145161290324
SEA_BN_BANDAR_SERI_BEGAWAN__20220131,SEA_BN_BANDAR_SERI_BEGAWAN,2022-01-31,train,Brunei,Bandar Seri Begawan,14.6,16.1,15.35,15.131854838709678,15.568145161290325
SEA_BN_BANDAR_SERI_BEGAWAN__20220201,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-01,train,Brunei,Bandar Seri Begawan,1.52,0.2,0.86,1.0001769911504426,0.7198230088495575
SEA_BN_BANDAR_SERI_BEGAWAN__20220202,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-02,train,Brunei,Bandar Seri Begawan,2.23,0.2,1.215,1.3551769911504423,1.0748230088495576
SEA_BN_BANDAR_SERI_BEGAWAN__20220203,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-03,train,Brunei,Bandar Seri Begawan,1.6,2.7,2.1500000000000004,2.2901769911504424,2.009823008849557
SEA_BN_BANDAR_SERI_BEGAWAN__20220204,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-04,train,Brunei,Bandar Seri Begawan,2.27,2.7,2.4850000000000003,2.6251769911504423,2.3448230088495574
SEA_BN_BANDAR_SERI_BEGAWAN__20220205,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-05,train,Brunei,Bandar Seri Begawan,1.73,6.7,4.215,4.355176991150443,4.074823008849558
SEA_BN_BANDAR_SERI_BEGAWAN__20220206,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-06,train,Brunei,Bandar Seri Begawan,9.46,33.3,21.38,21.520176991150443,21.239823008849555
SEA_BN_BANDAR_SERI_BEGAWAN__20220207,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-07,train,Brunei,Bandar Seri Begawan,1.91,4.6,3.255,3.3951769911504424,3.114823008849557
SEA_BN_BANDAR_SERI_BEGAWAN__20220208,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-08,train,Brunei,Bandar Seri Begawan,8.25,8.5,8.375,8.515176991150444,8.234823008849558
SEA_BN_BANDAR_SERI_BEGAWAN__20220209,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-09,train,Brunei,Bandar Seri Begawan,2.28,3.3,2.79,2.930176991150442,2.649823008849557
SEA_BN_BANDAR_SERI_BEGAWAN__20220210,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-10,train,Brunei,Bandar Seri Begawan,8.72,7.3,8.01,8.150176991150442,7.869823008849558
SEA_BN_BANDAR_SERI_BEGAWAN__20220211,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-11,train,Brunei,Bandar Seri Begawan,7.8,45.2,26.5,26.640176991150444,26.35982300884956
SEA_BN_BANDAR_SERI_BEGAWAN__20220212,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-12,train,Brunei,Bandar Seri Begawan,33.2,20.8,27.0,27.140176991150444,26.85982300884956
SEA_BN_BANDAR_SERI_BEGAWAN__20220213,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-13,train,Brunei,Bandar Seri Begawan,13.86,0.0,6.93,7.070176991150443,6.789823008849557
SEA_BN_BANDAR_SERI_BEGAWAN__20220214,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-14,train,Brunei,Bandar Seri Begawan,1.97,2.0,1.985,2.1251769911504423,1.8448230088495572
SEA_BN_BANDAR_SERI_BEGAWAN__20220215,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-15,train,Brunei,Bandar Seri Begawan,9.09,35.9,22.495,22.635176991150445,22.35482300884956
SEA_BN_BANDAR_SERI_BEGAWAN__20220216,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-16,train,Brunei,Bandar Seri Begawan,13.65,0.5,7.075,7.215176991150443,6.934823008849557
SEA_BN_BANDAR_SERI_BEGAWAN__20220217,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-17,train,Brunei,Bandar Seri Begawan,2.57,0.5,1.535,1.6751769911504424,1.3948230088495577
SEA_BN_BANDAR_SERI_BEGAWAN__20220218,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-18,train,Brunei,Bandar Seri Begawan,1.4,0.9,1.15,1.2901769911504424,1.0098230088495574
SEA_BN_BANDAR_SERI_BEGAWAN__20220219,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-19,train,Brunei,Bandar Seri Begawan,9.32,21.4,15.36,15.50017699115044,15.219823008849556
SEA_BN_BANDAR_SERI_BEGAWAN__20220220,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-20,train,Brunei,Bandar Seri Begawan,15.13,16.5,15.815,15.955176991150442,15.674823008849556
SEA_BN_BANDAR_SERI_BEGAWAN__20220221,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-21,train,Brunei,Bandar Seri Begawan,3.44,1.1,2.27,2.4101769911504425,2.1298230088495576
SEA_BN_BANDAR_SERI_BEGAWAN__20220222,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-22,train,Brunei,Bandar Seri Begawan,4.28,15.1,9.69,9.830176991150443,9.549823008849556
SEA_BN_BANDAR_SERI_BEGAWAN__20220223,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-23,train,Brunei,Bandar Seri Begawan,3.34,14.5,8.92,9.060176991150442,8.779823008849558
SEA_BN_BANDAR_SERI_BEGAWAN__20220224,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-24,train,Brunei,Bandar Seri Begawan,3.85,4.6,4.225,4.3651769911504426,4.084823008849558
SEA_BN_BANDAR_SERI_BEGAWAN__20220225,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-25,train,Brunei,Bandar Seri Begawan,0.67,0.0,0.335,0.4751769911504425,0.1948230088495575
SEA_BN_BANDAR_SERI_BEGAWAN__20220226,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-26,train,Brunei,Bandar Seri Begawan,1.1,6.6,3.85,3.9901769911504426,3.709823008849557
SEA_BN_BANDAR_SERI_BEGAWAN__20220227,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-27,train,Brunei,Bandar Seri Begawan,2.15,0.2,1.175,1.3151769911504425,1.0348230088495576
SEA_BN_BANDAR_SERI_BEGAWAN__20220228,SEA_BN_BANDAR_SERI_BEGAWAN,2022-02-28,train,Brunei,Bandar Seri Begawan,2.29,1.8,2.045,2.185176991150443,1.9048230088495572
SEA_BN_BANDAR_SERI_BEGAWAN__20220301,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-01,train,Brunei,Bandar Seri Begawan,8.37,23.9,16.134999999999998,15.95266129032258,16.31733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220302,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-02,train,Brunei,Bandar Seri Begawan,6.51,5.0,5.755,5.57266129032258,5.93733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220303,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-03,train,Brunei,Bandar Seri Begawan,2.69,2.1,2.395,2.212661290322581,2.577338709677419
SEA_BN_BANDAR_SERI_BEGAWAN__20220304,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-04,train,Brunei,Bandar Seri Begawan,2.98,27.1,15.04,14.857661290322582,15.22233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220305,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-05,train,Brunei,Bandar Seri Begawan,17.58,4.2,10.89,10.70766129032258,11.072338709677418
SEA_BN_BANDAR_SERI_BEGAWAN__20220306,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-06,train,Brunei,Bandar Seri Begawan,2.93,1.1,2.015,1.8326612903225807,2.1973387096774197
SEA_BN_BANDAR_SERI_BEGAWAN__20220307,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-07,train,Brunei,Bandar Seri Begawan,3.86,0.4,2.13,1.9476612903225805,2.3123387096774195
SEA_BN_BANDAR_SERI_BEGAWAN__20220308,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-08,train,Brunei,Bandar Seri Begawan,7.58,3.0,5.29,5.10766129032258,5.47233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220309,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-09,train,Brunei,Bandar Seri Begawan,4.65,1.2,2.9250000000000003,2.7426612903225807,3.10733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220310,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-10,train,Brunei,Bandar Seri Begawan,0.19,3.4,1.795,1.6126612903225803,1.9773387096774195
SEA_BN_BANDAR_SERI_BEGAWAN__20220311,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-11,train,Brunei,Bandar Seri Begawan,17.41,34.6,26.005000000000003,25.82266129032258,26.18733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220312,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-12,train,Brunei,Bandar Seri Begawan,32.73,2.8,17.764999999999997,17.58266129032258,17.947338709677418
SEA_BN_BANDAR_SERI_BEGAWAN__20220313,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-13,train,Brunei,Bandar Seri Begawan,1.38,1.4,1.39,1.2076612903225803,1.5723387096774193
SEA_BN_BANDAR_SERI_BEGAWAN__20220314,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-14,train,Brunei,Bandar Seri Begawan,4.45,13.0,8.725,8.542661290322581,8.90733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220315,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-15,train,Brunei,Bandar Seri Begawan,23.62,2.9,13.26,13.07766129032258,13.44233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220316,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-16,train,Brunei,Bandar Seri Begawan,16.26,12.7,14.48,14.29766129032258,14.66233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220317,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-17,train,Brunei,Bandar Seri Begawan,7.83,3.5,5.665,5.48266129032258,5.84733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220318,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-18,train,Brunei,Bandar Seri Begawan,8.95,15.8,12.375,12.19266129032258,12.55733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220319,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-19,train,Brunei,Bandar Seri Begawan,44.01,65.3,54.655,54.47266129032258,54.83733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220320,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-20,train,Brunei,Bandar Seri Begawan,12.2,15.4,13.8,13.61766129032258,13.98233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220321,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-21,train,Brunei,Bandar Seri Begawan,21.01,2.7,11.855,11.672661290322582,12.03733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220322,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-22,train,Brunei,Bandar Seri Begawan,32.11,19.7,25.905,25.72266129032258,26.087338709677415
SEA_BN_BANDAR_SERI_BEGAWAN__20220323,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-23,train,Brunei,Bandar Seri Begawan,1.07,0.7,0.885,0.7026612903225806,1.0673387096774194
SEA_BN_BANDAR_SERI_BEGAWAN__20220324,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-24,train,Brunei,Bandar Seri Begawan,3.74,5.2,4.470000000000001,4.28766129032258,4.652338709677419
SEA_BN_BANDAR_SERI_BEGAWAN__20220325,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-25,train,Brunei,Bandar Seri Begawan,4.98,13.5,9.24,9.05766129032258,9.42233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220326,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-26,train,Brunei,Bandar Seri Begawan,2.5,24.1,13.3,13.117661290322582,13.48233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220327,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-27,train,Brunei,Bandar Seri Begawan,9.9,5.3,7.6,7.417661290322581,7.78233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220328,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-28,train,Brunei,Bandar Seri Begawan,13.9,13.6,13.75,13.56766129032258,13.93233870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220329,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-29,train,Brunei,Bandar Seri Begawan,9.15,1.0,5.075,4.892661290322581,5.25733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220330,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-30,train,Brunei,Bandar Seri Begawan,2.35,3.4,2.875,2.6926612903225804,3.05733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220331,SEA_BN_BANDAR_SERI_BEGAWAN,2022-03-31,train,Brunei,Bandar Seri Begawan,3.73,12.6,8.165,7.98266129032258,8.34733870967742
SEA_BN_BANDAR_SERI_BEGAWAN__20220401,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-01,train,Brunei,Bandar Seri Begawan,7.16,7.1,7.13,6.504625,7.755375
SEA_BN_BANDAR_SERI_BEGAWAN__20220402,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-02,train,Brunei,Bandar Seri Begawan,1.65,7.0,4.325,3.699625,4.950375
SEA_BN_BANDAR_SERI_BEGAWAN__20220403,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-03,train,Brunei,Bandar Seri Begawan,3.77,7.6,5.685,5.059625,6.310375
SEA_BN_BANDAR_SERI_BEGAWAN__20220404,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-04,train,Brunei,Bandar Seri Begawan,13.26,15.1,14.18,13.554625,14.805375
SEA_BN_BANDAR_SERI_BEGAWAN__20220405,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-05,train,Brunei,Bandar Seri Begawan,20.71,20.3,20.505000000000003,19.879625,21.130375
SEA_BN_BANDAR_SERI_BEGAWAN__20220406,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-06,train,Brunei,Bandar Seri Begawan,5.54,4.7,5.12,4.494625,5.745375
SEA_BN_BANDAR_SERI_BEGAWAN__20220407,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-07,train,Brunei,Bandar Seri Begawan,20.31,10.4,15.355,14.729625,15.980375
SEA_BN_BANDAR_SERI_BEGAWAN__20220408,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-08,train,Brunei,Bandar Seri Begawan,28.94,20.2,24.57,23.944625,25.195375
SEA_BN_BANDAR_SERI_BEGAWAN__20220409,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-09,train,Brunei,Bandar Seri Begawan,23.58,15.2,19.39,18.764625,20.015375
SEA_BN_BANDAR_SERI_BEGAWAN__20220410,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-10,train,Brunei,Bandar Seri Begawan,10.01,4.7,7.355,6.729625,7.980375
SEA_BN_BANDAR_SERI_BEGAWAN__20220411,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-11,train,Brunei,Bandar Seri Begawan,1.35,4.8,3.075,2.449625,3.700375
SEA_BN_BANDAR_SERI_BEGAWAN__20220412,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-12,train,Brunei,Bandar Seri Begawan,3.85,5.1,4.475,3.849625,5.100375
SEA_BN_BANDAR_SERI_BEGAWAN__20220413,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-13,train,Brunei,Bandar Seri Begawan,0.51,1.1,0.805,0.255,1.4303750000000002
SEA_BN_BANDAR_SERI_BEGAWAN__20220414,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-14,train,Brunei,Bandar Seri Begawan,0.16,1.1,0.63,0.08,1.255375
SEA_BN_BANDAR_SERI_BEGAWAN__20220415,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-15,train,Brunei,Bandar Seri Begawan,0.06,0.0,0.03,0.03,0.655375
SEA_BN_BANDAR_SERI_BEGAWAN__20220416,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-16,train,Brunei,Bandar Seri Begawan,0.08,1.0,0.54,0.04,1.165375
SEA_BN_BANDAR_SERI_BEGAWAN__20220417,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-17,train,Brunei,Bandar Seri Begawan,0.7,0.0,0.35,0.35,0.975375
SEA_BN_BANDAR_SERI_BEGAWAN__20220418,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-18,train,Brunei,Bandar Seri Begawan,0.61,1.1,0.855,0.305,1.480375
SEA_BN_BANDAR_SERI_BEGAWAN__20220419,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-19,train,Brunei,Bandar Seri Begawan,3.76,2.4,3.08,2.454625,3.705375
SEA_BN_BANDAR_SERI_BEGAWAN__20220420,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-20,train,Brunei,Bandar Seri Begawan,75.01,5.0,40.005,39.379625,40.630375
SEA_BN_BANDAR_SERI_BEGAWAN__20220421,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-21,train,Brunei,Bandar Seri Begawan,7.92,10.1,9.01,8.384625,9.635375
SEA_BN_BANDAR_SERI_BEGAWAN__20220422,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-22,train,Brunei,Bandar Seri Begawan,3.52,12.3,7.91,7.284625,8.535375
SEA_BN_BANDAR_SERI_BEGAWAN__20220423,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-23,train,Brunei,Bandar Seri Begawan,4.09,12.8,8.445,7.819625,9.070375
SEA_BN_BANDAR_SERI_BEGAWAN__20220424,SEA_BN_BANDAR_SERI_BEGAWAN,2022-04-24,train,Brunei,Bandar Seri Begawan,3.32,6.7,5.01,4.384625,5.635375
